sku,allow_large_letter,packed_weight_g,dim_h_mm,dim_w_mm,dim_d_mm
CHK-075-CPS-P2,TRUE,200.0,,,
CHK-085-MKM-P2,TRUE,230.0,,,
CHK-075-HZS-P2,TRUE,200.0,,,
CHK-075-HZS-P3,TRUE,280.0,,,
CHK-075-HZS-P4,TRUE,360.0,,,
CHK-085-MKM-P4,TRUE,415.0,,,
SWT-075-MNT-P1,TRUE,120.0,,,
U03007AAx6,FALSE,1999.0,,,
eCHK-BTN-P15,FALSE,900.0,,,
CHK-085-HZM-P3,TRUE,320.0,,,
CHK-085-HZM-P2,TRUE,230.0,,,
CHK-040-PCP-P3,TRUE,160.0,,,
GMY-075-BER-P3,TRUE,280.0,,,
CHK-075-HZS-P1,TRUE,140.0,,,
eCHK-075-HZS-P4,TRUE,360.0,,,
eSWT-STR-P2,TRUE,200.0,,,
CHK-085-HZM-P6,TRUE,600.0,,,
eCAK-045-CHP-P12,FALSE,1800.0,,,
CHK-085-MKM-P3,TRUE,320.0,,,
CHK-075-DKG-P4,TRUE,360.0,,,
eGMY-075-DRP-P12,FALSE,1100.0,,,
SND-176-VNL-P4,FALSE,850.0,,,
CHK-075-DKG-P2,TRUE,200.0,,,
CHK-075-DKG-P3F,TRUE,280.0,,,
eCAK-045-CHK-P12,FALSE,600.0,,,
SWT-075-STR-P3,TRUE,300.0,,,
CHK-075-DKG-P10F,FALSE,940.0,,,
HMP-BOX-MID-P1,FALSE,2400.0,,,
SWT-075-STR-P2,TRUE,200.0,,,
SWT-075-STR-P1,TRUE,120.0,,,
CHK-075-DKG-P10,FALSE,940.0,,,
COK-CRN-P1,FALSE,260.0,,,
CHK-030-BBL-P3,TRUE,140.0,,,
CAK-200-COC-P3,FALSE,840.0,,,
CHK-075-DKG-P3,TRUE,280.0,,,
CHK-040-BTN-P6,TRUE,280.0,,,
eSWT-STR-P3,TRUE,300.0,,,
CHK-030-BBL-P2,TRUE,110.0,,,
SND-176-MIX-P4,FALSE,850.0,,,
eBRB-YAP-P1,TRUE,150.0,,,
eSWT-CAP-P3,TRUE,300.0,,,
CHK-075-DKG-P1,TRUE,140.0,,,
27-9D-HJ-TV,FALSE,300.0,,,
eWFR-100-MCK-P1,TRUE,150.0,,,
BRB-YAC-P6,TRUE,500.0,,,
eWFR-030-CHK-P8,TRUE,280.0,,,
CHK-075-DKG-P6,TRUE,520.0,,,
eSWT-MNT-P4,FALSE,380.0,,,
eSWT-STR-P4,TRUE,380.0,,,
eSWT-LMN-P4,TRUE,380.0,,,
eSWT-LMN-P2,TRUE,200.0,,,
313413960201_Chocolate chips_7,FALSE,999.0,,,
eCHK-WTS-P3,TRUE,300.0,,,
SND-044-DVL-P2,TRUE,500.0,,,
eCAK-045-CHK-P24,FALSE,999.0,,,
eCAK-200-ORG-P2,FALSE,500.0,,,
eCOK-CHP-P1,FALSE,260.0,,,
COK-HZL-P3,TRUE,600.0,,,
eSWT-TFE-P4,TRUE,380.0,,,
eSWT-CAP-P2,TRUE,300.0,,,
BRB-YST-P1,TRUE,500.0,,,
CHK-030-BBL-P24,FALSE,950.0,,,
eCHK-085-HZL-P3,TRUE,300.0,,,
eCOK-GOJ-P2,FALSE,400.0,,,
eCHK-085-HZL-P1,TRUE,120.0,,,
eBRB-YST-P3,TRUE,200.0,,,
eCHK-MCP-P24,FALSE,999.0,,,
SPD-DUO-P6,FALSE,3500.0,,,
eSWT-STR-P5,TRUE,500.0,,,
COK-GOJ-P1,FALSE,260.0,,,
BRB-APC-P2,FALSE,400.0,,,
eCHK-DRK-P3,TRUE,300.0,,,
BRB-YST-P2,TRUE,150.0,,,
eWFR-CHK-P1,FALSE,300.0,,,
eGMY-075-COL-P12,FALSE,1100.0,,,
eCAK-200-CHK-P2,FALSE,500.0,,,
eCOK-HZL-P3,FALSE,600.0,,,
eCHK-085-HZL-P5,TRUE,500.0,,,
eSWT-LMN-P5,TRUE,500.0,,,
eCAK-045-CHP-P24,FALSE,999.0,,,
eGMY-075-BER-P12,FALSE,1100.0,,,
CHK-DKG-P3,TRUE,300.0,,,
eCHK-DRK-P1,TRUE,100.0,,,
eCHK-075-HZS-P1,TRUE,140.0,,,
SWT-STR-P1,FALSE,120.0,,,
eCAK-045-VNL-P6,FALSE,500.0,,,
eCHK-075-HZS-P6,TRUE,520.0,,,
COK-CRN-P5,FALSE,980.0,,,
COK-135-CRN-P6,FALSE,1200.0,,,
eCAK-045-CHP-P6,FALSE,500.0,,,
eWFR-030-CHK-P6,TRUE,250.0,,,
eGMY-075-COL-P8,TRUE,740.0,,,
WFR-160-CHK-P1,FALSE,210.0,,,
eBRB-APC-P3,TRUE,200.0,,,
eCHK-085-HZL-P10,FALSE,999.0,,,
eSWT-MNT-P1,TRUE,120.0,,,
eCAK-200-CHP-P3,FALSE,750.0,,,
eSWT-TFE-P2,FALSE,200.0,,,
eSWT-LMN-P1,FALSE,120.0,,,
eSWT-STR-P1,TRUE,120.0,,,
eWFR-030-CHK-P12,FALSE,480.0,,,
COK-GOJ-P5,FALSE,980.0,,,
eWFR-030-CHK-P4,TRUE,180.0,,,
BRB-YFF-P1,TRUE,50.0,,,
COK-PNT-P1,FALSE,260.0,,,
eSWT-CAP-P5,TRUE,500.0,,,
eCHK-DRK-P10,FALSE,850.0,,,
eCHK-BBL-P1,TRUE,50.0,,,
CAK-045-CHP-P24,FALSE,1300.0,,,
eSWT-MNT-P2,TRUE,200.0,,,
COK-CPC-P3,FALSE,600.0,,,
eCHK-WTS-P4,TRUE,450.0,,,
313413960201_Butter_7,FALSE,1400.0,,,
COK-WHT-P4,FALSE,900.0,,,
eCHK-BBL-P2,TRUE,100.0,,,
eGMY-075-DRP-P4,TRUE,380.0,,,
eCAK-045-CHK-P6,FALSE,350.0,,,
WFR-100-MLK-P1,FALSE,200.0,,,
WFR-MLK-P1F,FALSE,100.0,,,
eGMY-075-BER-P2,FALSE,200.0,,,
eGMY-075-DRP-P2,FALSE,200.0,,,
eWFR-030-CHK-P10,TRUE,420.0,,,
eCAK-450-APL-P1,FALSE,600.0,,,
eCAK-450-FFR-P1,FALSE,500.0,,,
SND-176-VNL-P6,FALSE,1100.0,,,
eCAK-200-CHK-P1,FALSE,250.0,,,
eBRB-YAC-P8,TRUE,290.0,,,
eSWT-TFE-P1,TRUE,120.0,,,
CAK-045-VNL-P12,FALSE,700.0,,,
SWT-075-MIX-P4,TRUE,380.0,,,
CAK-045-CHK-P24,FALSE,1300.0,,,
eWFR-100-MCK-P10,FALSE,1000.0,,,
eCAK-450-APL-P2,FALSE,999.0,,,
eCAK-450-FFR-P2,FALSE,999.0,,,
eCAK-200-ORG-P1,FALSE,250.0,,,
eCAK-200-CHP-P4,FALSE,800.0,,,
eCAK-200-CHK-P4,FALSE,800.0,,,
CAK-045-VNL-P6,FALSE,380.0,,,
eCAK-200-ORG-P3,FALSE,800.0,,,
1714,FALSE,,,,
1715,FALSE,,,,
CAK-045-CHP-P12,FALSE,700.0,,,
eSWT-TFE-P5,TRUE,500.0,,,
eSWT-MNT-P5,TRUE,500.0,,,
eCAK-200-CHP-P1,FALSE,550.0,,,
CAK-045-CHK-P2,FALSE,220.0,,,
CAK-045-CHP-P2,FALSE,220.0,,,
CAK-045-VNL-P2,FALSE,220.0,,,
1704,FALSE,1080.0,,,
1705,FALSE,,,,
1706,FALSE,,,,
eCAK-200-ORG-P4,FALSE,,,,
COK-130-CHK-P4,FALSE,700.0,,,
CAK-045-VNL-P24,FALSE,1300.0,,,
CAK-045-CHP-P6,FALSE,380.0,,,
eBRB-YST-P6,FALSE,180.0,,,
eBRB-APC-P6,FALSE,,,,
eCHK-BBL-P4,TRUE,200.0,,,
CAK-045-CHK-P12,FALSE,700.0,,,
CAK-045-CHK-P6,FALSE,380.0,,,
CHK-MCP-P1,TRUE,80.0,,,
CHK-DKG-P6,FALSE,450.0,,,
eBRB-YCH-P32,FALSE,960.0,,,
eBRB-YAC-P32,FALSE,960.0,,,
eBRB-APC-P1,TRUE,150.0,,,
CAK-450-FFR-P1,FALSE,600.0,,,
CAL-450-FFR-P1,FALSE,600.0,,,
CAK-450-APL-P1,FALSE,600.0,,,
eBRB-YFF-P28,FALSE,1999.0,,,
eCHK-BBL-P24,FALSE,999.0,,,
eCHK-WTS-P2,TRUE,300.0,,,
eBRB-APC-P28,FALSE,999.0,,,
COK-BTR-P5,FALSE,980.0,,,
eCHK-BBL-P6,TRUE,220.0,,,
SWT-STR-P01,TRUE,120.0,,,
BRB-YCH-P6,TRUE,250.0,,,
eBRB-YCH-P2,FALSE,60.0,,,
eBRB-YAP-P2,FALSE,60.0,,,
eBRB-YST-P2,FALSE,60.0,,,
eBRB-HZL-P2,FALSE,60.0,,,
eBRB-LIM-P2,FALSE,60.0,,,
eBRB-CRB-P2,FALSE,60.0,,,
eBRB-YFF-P2,FALSE,60.0,,,
BRB-YAC-P8,FALSE,999.0,,,
eGMY-DRP-P6,TRUE,520.0,,,
eBRB-HZL-P28,FALSE,999.0,,,
COK-WHT-P6,FALSE,1200.0,,,
eSPD-HZL-P2,FALSE,1200.0,,,
eBRB-YAP-P7,FALSE,210.0,,,
eBRB-YCH-P4,TRUE,200.0,,,
eBRB-YAC-P4,TRUE,200.0,,,
SND-DRK-176-P4,FALSE,850.0,,,
eCHK-MCP-P12,TRUE,600.0,,,
BRB-YST-P6,TRUE,400.0,,,
SWT-MNT-P1,TRUE,120.0,,,
eCHK-MLK-P10,FALSE,900.0,,,
CAK-CHK-P1,FALSE,250.0,,,
COK-BRN-P1,FALSE,260.0,,,
eBRB-HZL-P14,TRUE,450.0,,,
SND-MIX-P4,FALSE,850.0,,,
COK-HZL-P2,FALSE,400.0,,,
SND-DRK-P1,TRUE,280.0,,,
eBRB-CRN-P7,TRUE,700.0,,,
CHK-HZS-P4,TRUE,400.0,,,
eWFR-M100-P3,FALSE,300.0,,,
eBRB-YST-P28,FALSE,2999.0,,,
SPD-DUO-P4,FALSE,2400.0,,,
313929780314_Pack of 6,FALSE,75.0,,,
COK-WHT-P5,FALSE,980.0,,,
COK-GOJ-P3,FALSE,600.0,,,
eBRB-YST-P14,TRUE,400.0,,,
eBRB-YFF-P7,FALSE,210.0,,,
eBRB-APC-P14,FALSE,210.0,,,
eBRB-YAP-P28,FALSE,999.0,,,
eCHK-WTS-P1,TRUE,120.0,,,
COK-PNT-P5,FALSE,980.0,,,
313413960201_Chocolate Chip & Goji Berries_3,FALSE,1999.0,,,
BRB-SAF-P6,TRUE,300.0,,,
AH-MSLE-I8HY,FALSE,999.0,,,
eCOK-CHP-P5,FALSE,980.0,,,
eCHK-WTS-P6,TRUE,600.0,,,
313421341801_Pack of 2,FALSE,800.0,,,
BRB-YCH-P1,FALSE,650.0,,,
CHK-BTN-P1,TRUE,100.0,,,
CHK-DKS-P1,TRUE,150.0,,,
CHK-HZS-P6,TRUE,550.0,,,
eCHK-TUB-P1,TRUE,100.0,,,
CHK-HZS-P3,TRUE,300.0,,,
eBRB-YST-P7,TRUE,200.0,,,
CHK-HZS-P2,TRUE,200.0,,,
BRB-YAC-P2,TRUE,400.0,,,
eCHK-TUB-P15,FALSE,800.0,,,
CHK-HZS-P1,TRUE,200.0,,,
CHK-BTN-P24,FALSE,999.0,,,
BRB-YCH-P12,TRUE,399.0,,,
BRB-YCH-P2,TRUE,150.0,,,
eBRB-HZL-P7,TRUE,300.0,,,
BRB-APC-P1,TRUE,100.0,,,
eCHK-TUB-P9,TRUE,300.0,,,
eCOK-CRN-P2,FALSE,400.0,,,
BRB-YST-P8,TRUE,300.0,,,
BRB-YFF-P4,TRUE,150.0,,,
eCOK-CCN-P1,TRUE,260.0,,,
BRB-YFF-P6,TRUE,220.0,,,
TMP-COK-CCN-P1F,FALSE,260.0,,,
SWT-STR-P2,TRUE,200.0,,,
eCHK-TUB-P20,FALSE,999.0,,,
eWFR-M100-P10,FALSE,1100.0,,,
eCHK-CPS-P10,FALSE,999.0,,,
eCHK-DRK-P5,FALSE,1300.0,,,
eSND-VNL-P5,FALSE,1100.0,,,
eCHK-TUB-P3,TRUE,200.0,,,
BRB-CRN-P4,FALSE,1600.0,,,
SPD-WHT-P4,FALSE,2400.0,,,
313413960201_Coconut_1,FALSE,300.0,,,
SWT-STR-P3,TRUE,300.0,,,
eCOK-CCN-P3,FALSE,600.0,,,
eSND-VNL-P3,FALSE,680.0,,,
BRB-YST-P12,TRUE,500.0,,,
BRB-YAC-P12,TRUE,400.0,,,
BRB-LIM-P6,TRUE,230.0,,,
HMP-BSK-S01,FALSE,1700.0,,,
eSND-DRK-P5,FALSE,1100.0,,,
CHK-DRG-P1,TRUE,150.0,,,
eSND-DRK-P3,FALSE,680.0,,,
BRB-YAP-P32,FALSE,1100.0,,,
eSPD-HZL-P4,FALSE,2400.0,,,
eCOK-BTR-P5,FALSE,980.0,,,
CHK-DKG-P4,TRUE,500.0,,,
313413960201_Chocolate Striped Peanuts_3,FALSE,600.0,,,
313414262979_28,FALSE,999.0,,,
eSPD-DUO-P4,FALSE,2400.0,,,
eCHK-BBL-P20,FALSE,999.0,,,
313413960201_Butter_3,FALSE,999.0,,,
313484712384_Pack of Three,FALSE,700.0,,,
eCOK-HZL-P1,FALSE,260.0,,,
BRB-APC-P6,TRUE,220.0,,,
BRB-YFF-P12,TRUE,450.0,,,
BRB-YCH-P8,TRUE,299.0,,,
CHK-WTS-P6,TRUE,500.0,,,
BRB-YFF-P8,TRUE,398.0,,,
eCOK-BTR-P1,FALSE,260.0,,,
BRB-CRN-P3,TRUE,150.0,,,
COK-BTR-P6,FALSE,1200.0,,,
CHK-WTS-P4,TRUE,400.0,,,
CHK-WTS-P3,TRUE,300.0,,,
CHK-WTS-P1,TRUE,120.0,,,
CHK-WTS-P2,TRUE,200.0,,,
313415252263_2,FALSE,600.0,,,
CHK-PMC-P6,TRUE,300.0,,,
313415104693_YOGHURT & MUSELI BAR - FOREST FRUITS_3,TRUE,200.0,,,
313413960201_Chocolate chips_3,FALSE,700.0,,,
313415080185_7,TRUE,400.0,,,
CHK-LCB-P6,FALSE,1300.0,,,
CHK-MCP-P4,TRUE,200.0,,,
SPD-DCW-P3,FALSE,1800.0,,,
CHK-PMC-P4,TRUE,200.0,,,
SPD-DUO-P3,FALSE,1800.0,,,
BRB-LIM-P2,FALSE,900.0,,,
U03007AAx2,FALSE,850.0,,,
SPD-HZL-P3,FALSE,1800.0,,,
eCHK-PMC-P20,FALSE,999.0,,,
eCHK-CPS-P5,TRUE,500.0,,,
COK-GOJ-P6,FALSE,1200.0,,,
eSND-VNL-P1,TRUE,280.0,,,
COK-BRN-P6,FALSE,1200.0,,,
eSND-DRK-P1,FALSE,280.0,,,
BRB-CRN-P8,TRUE,350.0,,,
CHK-MCP-P6,TRUE,300.0,,,
CHK-MCP-P3,TRUE,180.0,,,
CHK-PMC-P3,TRUE,200.0,,,
CHK-PMC-P2,TRUE,100.0,,,
CHK-MCP-P2,TRUE,80.0,,,
CHK-PMC-P1,TRUE,80.0,,,
eGMY-BER-P12,FALSE,1100.0,,,
BRB-APC-P28,FALSE,999.0,,,
BRB-CRN-P1,TRUE,160.0,,,
eCOK-CCN-P2,FALSE,400.0,,,
SND-VLA-P1,TRUE,280.0,,,
313415080185_3,FALSE,90.0,,,
313415252263_1,FALSE,1200.0,,,
eCAK-ORG-P3,FALSE,800.0,,,
COK-GOJ-P4,FALSE,900.0,,,
BRB-LIM-P4,TRUE,200.0,,,
COK-GOJ-P2,FALSE,400.0,,,
CHK-DRK-P4,TRUE,400.0,,,
eSPD-HZL-P1,FALSE,600.0,,,
CHK-DLT-P2,FALSE,480.0,,,
eCOK-BTR-P3,FALSE,600.0,,,
SPD-DH1-P2,FALSE,1200.0,,,
COK-HZL-P1,FALSE,260.0,,,
COK-GCHB-P4,FALSE,900.0,,,
COK-WHT-P7,FALSE,1350.0,,,
CHK-MLK-P4,TRUE,400.0,,,
eCHK-MLK-P5,TRUE,600.0,,,
CHK-LCB-P3,FALSE,660.0,,,
COK-WHT-P3,FALSE,600.0,,,
313414275220_5,TRUE,250.0,,,
313415068143_5,FALSE,150.0,,,
eCHK-LCB-P3,FALSE,660.0,,,
eCHK-ADS-P1,TRUE,150.0,,,
COK-BRN-P5,FALSE,980.0,,,
COK-HZL-P1F,FALSE,260.0,,,
eGMY-DRP-P4,TRUE,380.0,,,
eCHK-BTN-P20,FALSE,999.0,,,
SPD-HZL-P2,FALSE,1200.0,,,
eCHK-PMC-P6,TRUE,499.0,,,
eCHK-STR-P5,FALSE,999.0,,,
COK-CRN-P2,FALSE,4000.0,,,
eCHK-MCP-P20,FALSE,999.0,,,
COK-CHP-P1,FALSE,260.0,,,
SPD-DUO-P1,FALSE,600.0,,,
SPD-HZL-P1,FALSE,600.0,,,
COK-BTR-P3,FALSE,600.0,,,
eCHK-PMC-P15,FALSE,750.0,,,
eCHK-LCB-P2,FALSE,480.0,,,
313411853728,FALSE,999.0,,,
CHK-DLT-P1,FALSE,260.0,,,
eCHK-LCB-P1,FALSE,280.0,,,
COK-CRN-P3,FALSE,600.0,,,
CHK-LCB-P2,FALSE,480.0,,,
CHK-LCB-P1,FALSE,280.0,,,
CHK-MIX-ORS,TRUE,150.0,,,
BRB-CRN-P6,TRUE,400.0,,,
eCHK-STR-P3,TRUE,320.0,,,
eCHK-BBL-P3,TRUE,320.0,,,
eCOK-CRN-P3,FALSE,600.0,,,
CHK-TUB-P20,FALSE,800.0,,,
313413960201_Chocolate Chip & Goji Berries_1,FALSE,300.0,,,
eCOK-CRN-P1,FALSE,260.0,,,
SWT-TFE-P3,TRUE,300.0,,,
313415358922_10,TRUE,350.0,,,
U07000A2S2F2-M,TRUE,300.0,,,
eWFR-M100-P5,FALSE,700.0,,,
313413960201_Chocolate Chip & Cranberry_2,FALSE,260.0,,,
eCAK-ORG-P4,FALSE,990.0,,,
eGMY-DRP-P12,FALSE,1100.0,,,
eCHK-BTN-P6,TRUE,450.0,,,
eCHK-DKG-P10,FALSE,950.0,,,
eCHK-BTN-P1,TRUE,100.0,,,
CAK-CHP-P1,FALSE,350.0,,,
CHK-DRK-P2,TRUE,300.0,,,
BRB-LIM-P28,FALSE,999.0,,,
CHK-MLK-P03,TRUE,320.0,,,
eCOK-PNT-P2,FALSE,400.0,,,
GMY-DRP-P6,TRUE,520.0,,,
eWFR-M100-P1,FALSE,650.0,,,
GMY-DRP-P2,TRUE,200.0,,,
eCOK-PNT-P3,FALSE,600.0,,,
eCHK-DKG-P5,TRUE,620.0,,,
eCHK-DKS-P1,TRUE,220.0,,,
SPD-WHT-P2,FALSE,1200.0,,,
GMY-DRP-P3,TRUE,280.0,,,
eSPD-DUO-P2,FALSE,1200.0,,,
313412886188_1,FALSE,400.0,,,
BRB-APC-P4,TRUE,200.0,,,
eCOK-PNT-P5,FALSE,980.0,,,
CHK-PCP-P3,TRUE,150.0,,,
CHK-TUB-P22,FALSE,700.0,,,
eCOK-PNT-P1,FALSE,260.0,,,
eCHK-CPS-P3,TRUE,300.0,,,
CHK-BBL-P24,FALSE,999.0,,,
eCHK-DKG-P1,TRUE,100.0,,,
eCHK-DKG-P3,TRUE,300.0,,,
eCHK-DKS-P10,FALSE,900.0,,,
eCHK-BTN-P3,TRUE,150.0,,,
eCAK-CHP-P4,FALSE,1990.0,,,
eCAK-ORG-P2,FALSE,550.0,,,
eCHK-MLK-P1,TRUE,200.0,,,
313415167234_3,FALSE,220.0,,,
313415185344_3,FALSE,160.0,,,
eSPD-DUO-P1,FALSE,600.0,,,
eCHK-PMC-P1,TRUE,65.0,,,
eCHK-DKS-P3,TRUE,300.0,,,
CHK-CAD-P3,TRUE,300.0,,,
eCHK-ADS-P10,FALSE,999.0,,,
eCHK-MCP-P15,FALSE,750.0,,,
eCAK-CHP-P3,FALSE,750.0,,,
eCHK-MCP-P6,TRUE,400.0,,,
eCHK-PMC-P3,TRUE,150.0,,,
313415104693_YOGHURT & MUSELI BAR - APPLE_3,TRUE,200.0,,,
CHK-BBL-P1,TRUE,100.0,,,
SWT-TFE-P6,TRUE,580.0,,,
eCHK-DRG-P5,TRUE,450.0,,,
eCOK-BTR-P2,FALSE,400.0,,,
eCOK-CHP-P2,FALSE,400.0,,,
NO-SNP2-H31Z,TRUE,150.0,,,
eGMY-BER-P2,TRUE,200.0,,,
eCHK-MLK-P3,TRUE,255.0,,,
eCHK-ADS-P3,FALSE,225.0,,,
eCOK-CHP-P3,FALSE,600.0,,,
eGMY-COL-P2,FALSE,200.0,,,
eCAK-CHP-P2,FALSE,550.0,,,
313413960201_Chocolate chips_1,FALSE,250.0,,,
eCHK-CPS-P1,TRUE,150.0,,,
SWT-LMN-P1,TRUE,120.0,,,
eCHK-MCP-P1,TRUE,100.0,,,
COK-HZL-P7,FALSE,1350.0,,,
CHK-MLK-P2,TRUE,400.0,,,
eCHK-PCM-P20,FALSE,999.0,,,
eCHK-MCP-P3,TRUE,180.0,,,
eCAK-ORG-P1,FALSE,350.0,,,
313415185344_4,FALSE,800.0,,,
eCHK-DRG-P3,TRUE,300.0,,,
eCHK-DLT-P3,FALSE,660.0,,,
eGMY-DRP-P2,TRUE,200.0,,,
eCHK-DKS-P5,TRUE,619.0,,,
eCHK-STR-P1,TRUE,150.0,,,
eCHK-DLT-P4,FALSE,760.0,,,
eGMY-DRP-P10,FALSE,940.0,,,
eGMY-BER-P4,TRUE,380.0,,,
eCOK-CCN-P5,FALSE,980.0,,,
BRB-CRN-P2,FALSE,350.0,,,
eCHK-STR-P10,FALSE,900.0,,,
eCHK-DLT-P2,FALSE,480.0,,,
eCHK-DRG-P1,TRUE,150.0,,,
eCHK-DLT-P1,FALSE,260.0,,,
eCOK-HZL-P2,FALSE,400.0,,,
313413960201_Coconut_2,FALSE,500.0,,,
313413960201_Chocolate Striped Peanuts_2,FALSE,400.0,,,
eWFR-M100-P2,FALSE,250.0,,,
eCAK-CHP-P1,FALSE,350.0,,,
313416461241_10,FALSE,100.0,,,
CHK-TUB-P3,TRUE,150.0,,,
313411764415_Pack of Three,FALSE,600.0,,,
313411770878_Mint and Cream_Pack of 4,TRUE,500.0,,,
313411770878_Mixed Fruit flavored Toffee_Pack of 5,TRUE,600.0,,,
313407880835_Pack of Ten,FALSE,999.0,,,
313411767619_Pack of One,FALSE,130.0,,,
SPD-WHT-P1,FALSE,600.0,,,
SWT-LMN-P4,FALSE,380.0,,,
GMY-BER-P3,TRUE,280.0,,,
BRB-APC-P12,TRUE,400.0,,,
U06002AAx6,FALSE,3600.0,,,
313412681749_4,FALSE,2400.0,,,
313411754057_Pack of Five,FALSE,999.0,,,
313411763403_Pack of Two,FALSE,135.0,,,
313411770582_Pack of Two,FALSE,150.0,,,
BRB-CRN-P28,FALSE,999.0,,,
313415358922_1,FALSE,1400.0,,,
313415104693_HAZELNUT MUESLI BAR_5,FALSE,800.0,,,
CHK-HAZ-P4,TRUE,400.0,,,
CHK-DLT-P4F,FALSE,760.0,,,
CHK-DLT-P3F,FALSE,660.0,,,
313415297954_4,FALSE,600.0,,,
313415068143_7,TRUE,300.0,,,
CHK-HAZ-P2,TRUE,200.0,,,
BRB-LIM-P12,FALSE,450.0,,,
U03007AAx7,FALSE,999.0,,,
COK-CHP-P4,FALSE,900.0,,,
WFR-CCN-P1,FALSE,250.0,,,
313407843349_Pack of One,TRUE,400.0,,,
GMY-COL-P6,TRUE,520.0,,,
WFR-MLK-P1,TRUE,220.0,,,
BRB-CRN-P12,FALSE,500.0,,,
CAK-ORG-P1,FALSE,300.0,,,
CAK-CHP-P2,FALSE,550.0,,,
COK-PNT-P6,FALSE,1200.0,,,
GMY-COL-P3,TRUE,280.0,,,
WFR-CHC-P2,FALSE,499.0,,,
WFR-CHK-P1,FALSE,300.0,,,
313413960201_Chocolate chips_2,FALSE,450.0,,,
SWT-STR-P4,TRUE,380.0,,,
GMY-COL-P2,TRUE,200.0,,,
313411770878_Strawberry & Cream_Pack of 4,TRUE,260.0,,,
GMY-BER-P6,FALSE,520.0,,,
313419835939_3,FALSE,450.0,,,
313411770878_Cappuccino & Cream_Pack of 3,TRUE,260.0,,,
COK-BRN-P2,FALSE,400.0,,,
313415104693_HAZELNUT MUESLI BAR_7,FALSE,999.0,,,
CHK-BTN-P6,TRUE,300.0,,,
CHK-MLK-P6,TRUE,600.0,,,
CHK-DRK-P6,TRUE,550.0,,,
313413960201_Butter_1,FALSE,135.0,,,
GMY-BER-P1,TRUE,120.0,,,
CAK-CHK-P4,FALSE,900.0,,,
COK-BTR-P7,FALSE,1350.0,,,
U06003AAx4M,FALSE,1999.0,,,
313412851308_5,FALSE,880.0,,,
CAK-CHK-P8,FALSE,1600.0,,,
313413960201_Chocolate Chip & Goji Berries_5,FALSE,150.0,,,
313413960201_Chocolate chips_5,FALSE,150.0,,,
313452029477_Pack of Twenty,FALSE,999.0,,,
313452074916_Pack of Eight,FALSE,30.0,,,
GMY-DRP-P1,TRUE,120.0,,,
313411767619_Pack of Three,FALSE,405.0,,,
GMY-BER-P2,TRUE,200.0,,,
COK-BTR-P2,FALSE,400.0,,,
CAK-ORG-P2,FALSE,500.0,,,
COK-CCN-P6,FALSE,1200.0,,,
GMY-COL-P1,TRUE,120.0,,,
CHK-HAZ-P1,FALSE,150.0,,,
313411514949,FALSE,1600.0,,,
CHK-ADS-P4,TRUE,400.0,,,
313413960201_Coconut_5,FALSE,675.0,,,
COK-CCN-P5,FALSE,980.0,,,
CHK-BTN-P3,TRUE,200.0,,,
COK-CHP-P5,FALSE,980.0,,,
COK-BRN-P7,FALSE,1350.0,,,
CAK-CHP-P8,FALSE,1700.0,,,
313415104693_YOGHURT & MUSELI BAR - FOREST FRUITS_5,TRUE,120.0,,,
COK-PNT-P7,FALSE,1350.0,,,
313414275220_7,FALSE,30.0,,,
313416461241_3,FALSE,100.0,,,
CAK-CHP-P4,FALSE,999.0,,,
COK-CRN-P7,FALSE,1350.0,,,
313411766258_Pack of Five,FALSE,135.0,,,
CHK-BTN-P2,TRUE,100.0,,,
COK-CCN-P7,FALSE,1350.0,,,
COK-CCN-P2,FALSE,400.0,,,
313415089818_5,TRUE,30.0,,,
313415104693_APRICOT MUESLI BAR_5,TRUE,30.0,,,
CHK-BBL-P2,TRUE,100.0,,,
COK-BRN-P4,FALSE,900.0,,,
313419835939_10,FALSE,800.0,,,
CHK-STW-P1,TRUE,100.0,,,
COK-CHP-P6,FALSE,1200.0,,,
313407571041_Pack of Five,TRUE,500.0,,,
313411770582_Pack of three,FALSE,830.0,,,
CHK-BBL-P6,TRUE,240.0,,,
COK-PNT-P4,FALSE,900.0,,,
CHK-DKS-P2,TRUE,200.0,,,
CAK-CHP-P3,FALSE,600.0,,,
CHK-TUB-P2,TRUE,90.0,,,
313415167234_2,FALSE,600.0,,,
COK-CHP-P7,FALSE,1350.0,,,
COK-CHP-P2,FALSE,400.0,,,
COK-PNT-P3,FALSE,600.0,,,
313406669041_Pack of Five,TRUE,375.0,,,
CAK-ORG-P3,FALSE,700.0,,,
COK-BRN-P3,FALSE,600.0,,,
313411770582_Pack of One,FALSE,150.0,,,
313415064933_3,TRUE,30.0,,,
COK-CCN-P4,FALSE,900.0,,,
CHK-DKS-P3,TRUE,225.0,,,
COK-CCN-P3,FALSE,600.0,,,
313411766258_Pack of One,FALSE,200.0,,,
313421341801_Pack of 1,FALSE,400.0,,,
CHK-BTN-P4,TRUE,200.0,,,
313411763403_Pack of Five,FALSE,850.0,,,
COK-CRN-P6,FALSE,1200.0,,,
313413960201_Butter_2,FALSE,250.0,,,
SPD-HAZ-P4,FALSE,2400.0,,,
CAK-CHK-P2,FALSE,450.0,,,
COK-WHT-P2,FALSE,400.0,,,
313406669041_Pack of Ten,FALSE,750.0,,,
CAK-CHK-P3,FALSE,700.0,,,
